row_id,Actual,gnb_proba,dt_le_proba,rf_proba,xgb_proba
9657,0,0.010653723,0.272727273,0.161565035,0.00726995
6021,0,0.008141735,0,0.022603663,0.07796345
27538,1,1,1,0.998905317,0.99996054
12878,0,2.98E-05,0.026548673,0.096630538,0.000650369
2641,0,4.06E-06,0.011494253,0.01362473,0.000780675
8145,0,6.55E-07,0,0.000497102,8.10E-06
13879,1,0.007102616,0.007858546,0.032746972,0.1323835
14804,0,0.726157561,0.069767442,0.221378318,0.000974139
1942,0,0.003598011,0.025641026,0.074208666,0.19656265
2217,1,0.985419619,0.073684211,0.306901374,0.9181607
11603,0,0.01025542,0.159090909,0.199000346,0.000374492
4830,0,0.000695382,0,0.001527427,6.39E-05
13816,0,0.000108712,0,0.001108501,3.32E-05
18267,1,0.293676872,0.726937269,0.710602325,0.8169635
20594,0,0.004712771,0.029126214,0.040493168,0.06164935
11827,0,0.000543516,0.016216216,0.011538184,0.001241591
22768,0,1.21E-05,0.136363636,0.050234848,0.003752607
20440,0,0.000172308,0.007858546,0.03547673,0.018377336
30377,0,0.102729793,0.36,0.380648689,0.81991905
22318,0,4.72E-05,0.055555556,0.046283204,0.000999114
21754,0,0.019533308,0.217391304,0.162626993,0.7117664
10774,0,0.015329961,0.020833333,0.095160481,0.10414315
28230,0,0.000489919,0.055555556,0.03604189,0.005882929
11145,0,0.05106896,0.179487179,0.255230268,0.16778547
17465,0,2.07E-05,0.01010101,0.024481752,2.20E-05
25583,1,0.322314994,0.726937269,0.732507756,0.84075046
8471,0,9.82E-07,0,0.002402016,5.99E-05
25934,0,0.988893224,0,0.086321291,0.00176856
17462,0,1.33E-05,0,0.030051214,0.000110219
3109,0,0.000296673,0.016216216,0.011097574,0.00834223
22059,0,1.44E-05,0,0.006129137,8.53E-05
19941,0,3.90E-08,0.006507592,0.011182913,4.33E-05
26151,0,0.999999099,0.026666667,0.134627101,0.003911543
5296,0,8.38E-06,0.001445087,0.005891013,9.38E-06
3823,0,0.198821315,0.566666667,0.60463957,0.6774366
1294,0,0.007353897,0.1,0.051090535,0.08272451
10512,1,0.114007531,0.536277603,0.478171369,0.581078
5453,0,2.14E-06,0,0.000119743,1.77E-06
19177,0,0.00298976,0.012216405,0.003987156,0.001435295
28215,0,0.001048486,0.026548673,0.064749666,0.059063125
30696,1,0.002108082,0.259259259,0.263591539,0.088537514
2594,1,0.999999518,1,0.99674553,0.9999927
4337,1,0.999837172,1,0.913206102,0.99963045
29823,0,1.54E-05,0.454545455,0.124729594,0.020216813
18521,0,0.000587986,0.075,0.015126259,0.030377962
8685,0,0.000843203,0.1,0.04306581,0.003855276
21412,0,2.22E-06,0,0.000131696,1.11E-06
10943,0,0.000852692,0.034482759,0.029669537,0.02091377
18483,0,0.000360733,0.010582011,0.002571302,0.002391029
25207,1,0.999997987,1,0.993148706,0.9986873
30202,0,0.999995278,0.222222222,0.233678326,0.000174485
21529,0,0.001829474,0.007858546,0.00500937,2.87E-05
10979,0,0.699934729,0.026548673,0.027020267,6.42E-06
6770,1,0.031167634,0.118421053,0.146485565,0.055535495
2402,0,0.003080993,0.021276596,0.056470311,0.003602946
2879,0,0.124003709,0.446428571,0.588975998,0.6237634
14880,0,3.89E-05,0.001445087,0.004243129,4.39E-05
11350,0,0.007644322,0.047619048,0.038025035,0.004590333
6858,0,0.123319769,0.488970588,0.369332343,0.9004835
18825,0,0.99996147,0.083333333,0.241584218,0.06548385
16073,0,0.003780191,0.012216405,0.012352453,0.006149264
12108,0,0.044746396,0.123809524,0.158851519,0.001805387
9889,0,0.037896419,0.017857143,0.011834828,4.95E-06
19747,1,1,1,0.999665966,0.99999166
7688,0,0.999323213,0.422222222,0.064319307,0.000122001
22576,0,6.81E-05,0,0.026090143,0.001742956
26896,0,0.035128556,0.172413793,0.222100473,0.6306173
7707,0,0.261653199,0.710144928,0.69950975,0.70789665
18384,0,0.000352929,0.016216216,0.017609258,0.004177493
4875,0,0.008146878,0.283950617,0.087175341,0.13436453
28593,0,1.85E-06,0.020408163,0.008733829,0.001802355
666,0,0.999783197,0.381889764,0.412085915,0.9867393
11834,1,0.423771264,0.857142857,0.83083257,0.93049234
17747,0,0.000578247,0.03125,0.03430451,0.1500184
3067,0,0.004157494,0.2,0.256887618,0.07647413
23908,0,3.73E-08,0,0.000119743,3.96E-06
29525,0,0.99994007,0.739130435,0.532622323,0.014975666
17277,1,0.062942335,0.356306892,0.273184046,0.23961717
17513,0,0.000732199,0.012216405,0.003118133,9.94E-05
6376,0,0.003949849,0.145454545,0.191379246,0.012818644
3493,0,4.54E-07,0.001445087,0.012674609,5.67E-06
19003,1,1,1,0.995986896,0.9995072
21324,0,3.39E-06,0,0.006397125,0.003002704
25328,0,0.000653334,0.016216216,0.022319045,0.001477017
25399,1,0.211618499,0.75,0.676546404,0.6612375
17661,0,0.995776722,0.259259259,0.256870749,0.002711187
17337,0,0.005035645,0.05,0.106012251,0.6782329
11476,1,0.001552401,0.651515152,0.526343263,0.6358295
11339,0,0.000575043,0,0.053138959,0.007502705
9007,0,1.66E-06,0.046875,0.028842901,0.000292667
5946,0,0.000512197,0.454545455,0.435517279,0.36135712
9543,0,0.015613199,0.026548673,0.058092198,0.11887358
2163,0,0.057764427,0.381889764,0.415456511,0.2130112
14651,1,0.002031104,0.454545455,0.468848696,0.70095617
15926,0,0.00017857,0.1,0.042462423,0.00202512
6989,1,0.999991078,1,0.929860747,0.99596596
24414,0,0.002674048,0.195121951,0.08601699,0.009495839
3815,0,0.000494863,0,0.009912319,0.024077715
11855,0,0.748414091,0.454545455,0.368946193,0.011192107
17697,0,0.000292478,0.025641026,0.017577616,0.00291284
1158,0,0.001009776,0,0.180486399,0.18475716
29648,0,0.025712613,0.381889764,0.473260946,0.8604874
9965,0,0.041485746,0.123809524,0.133608411,0.2189413
3710,0,0.047572148,0.05,0.085612845,0.00098041
24880,0,6.99E-06,0.012216405,0.014873937,0.000163775
3811,0,0.815353318,0,0.002007283,1.54E-07
9319,1,0.087006939,0.377880184,0.434178176,0.35122186
7173,0,0.000108205,0.341463415,0.248425946,0.092735626
23655,1,0.111555786,0.739130435,0.53564288,0.5866076
27437,0,0.003151932,0.026666667,0.046474202,0.13112462
27315,0,0.087571461,0.356306892,0.38925398,0.5357795
9133,0,0.00057632,0.006507592,0.012878542,0.012072561
322,0,0.002645978,0,0.009317234,0.013070016
29,0,0.003575988,0.15625,0.059774892,0.003694794
11146,0,0.000100667,0,0.067959054,0.006301235
989,0,0.005651023,0.287671233,0.289648905,0.1265596
10949,1,0.073724678,0.517241379,0.464783772,0.20442672
15106,0,0.003286324,0.075,0.035801153,0.000115265
21954,1,1,1,0.997586207,0.99990726
754,1,0.999993518,1,0.94414452,0.9935342
5515,0,0.000257356,0.012216405,0.009290669,0.013771648
2162,1,0.002058808,0.633333333,0.627291395,0.6648858
22206,1,0.085732114,0.356306892,0.43802604,0.6100418
18917,0,0.035342854,0,0.23911375,0.118372105
1041,1,0.055748992,0.735294118,0.664877799,0.99495715
9948,0,0.041210568,0.123809524,0.144638864,0.068379186
5374,0,0.036859477,0.044444444,0.209470051,0.044737875
8359,1,0.61546332,0.857142857,0.816845693,0.981249
15253,0,0.165607358,0.488970588,0.391340511,0.48917764
23526,0,0.014753179,0.055555556,0.054777863,0.15966447
20609,0,0.99803953,0.094827586,0.175713828,7.31E-05
15256,0,0.000751932,0.029126214,0.077260934,0.052419364
8226,1,1,1,1,0.99992156
5617,0,3.76E-05,0.094890511,0.074465571,0.008544355
21012,0,1.00E-05,0.007858546,0.018504353,2.44E-07
5396,0,0.202291377,0.739130435,0.622547963,0.07430015
7299,0,0.000158562,0,0.012109834,5.05E-06
30638,0,0.30838716,0.857142857,0.72935497,0.9196844
24016,0,0.001526733,0.012216405,0.005061544,0.002462651
7847,0,0.006273493,0.010582011,0.015000927,0.05380653
26090,1,0.15473689,0.857142857,0.781322702,0.96946096
21490,0,0.016995558,0.055555556,0.064628823,0.14767857
19911,0,0.000679799,0,0.001417331,6.46E-05
5597,1,0.999999711,0.422222222,0.627435536,0.9901074
16118,0,1.79E-05,0,0.000411237,4.10E-06
10667,0,0.000420771,0.055555556,0.021009151,0.042382717
15914,0,0.001788317,0.001445087,0.004018757,0.000723579
970,0,9.98E-05,0.012216405,0.002637709,0.000148374
3241,0,0.01126795,0.05,0.091117853,0.15581742
15307,0,6.85E-07,0,0.000156845,5.62E-07
22213,0,0.679182526,0.044444444,0.151830859,0.004814457
1371,0,0.999998082,0.222222222,0.370488189,5.66E-05
25639,0,0.95723255,0.189189189,0.238800771,0.000743536
23139,1,1,1,0.989639724,0.999468
24648,0,0.000212237,0,0.003010529,1.51E-06
6842,0,0.041952531,0.123809524,0.199333702,0.14611138
14035,0,3.59E-06,0,0.000140472,3.86E-07
11917,1,1,1,0.996636364,0.99998486
22607,0,0.000388485,0,0.000364259,6.42E-05
24248,0,0.200987741,0.353846154,0.331381237,0.035213225
21990,0,0.000412594,0,0.109436103,0.27131402
11162,0,4.31E-06,0,0.002226927,2.83E-05
22261,0,0.000501294,0.007858546,0.00632983,5.78E-06
17723,1,0.045033436,0.179487179,0.300872304,0.10148717
21404,0,0.100463785,0.069767442,0.171667311,0.031107867
15927,0,0.000678808,0.056818182,0.09869328,0.005822024
8779,1,0.178391104,0.726937269,0.73280993,0.87786067
16663,1,0.462805263,0.574468085,0.822834231,0.97332644
15043,0,0.998256482,0.517241379,0.434366713,0.076589674
23660,0,2.12E-08,0.016216216,0.03601332,7.84E-06
29069,1,0.005917149,0.118421053,0.247313814,0.00063473
5035,0,2.25E-06,0.011494253,0.004600772,6.89E-06
22190,0,0.00091988,0.2,0.250017628,0.011611926
21965,0,6.31E-05,0,0.001077194,0.000200173
17285,0,0.000516993,0.026548673,0.124544429,0.002841383
12953,0,1.10E-08,0,0.000156845,9.49E-09
29323,0,0.000896165,0,0.000748117,0.000462265
1923,0,0.001174259,0.017857143,0.008849051,0.000403967
26627,0,0.000733874,0.016216216,0.017319025,0.000235895
9087,1,0.006855239,0.381889764,0.44297641,0.8230778
14317,0,0.001304584,0.1,0.047464663,0.0023171
23003,0,0.001191224,0.189189189,0.189749483,0.18082565
2295,0,0.000107507,0.001445087,0.003216182,0.000726723
3670,0,0.034133746,0.536277603,0.509993219,0.1718948
3085,0,0.00024627,0.007858546,0.008021616,0.000430612
813,1,0.088057372,0.536277603,0.428320477,0.19238785
7800,0,0.000712967,0.001445087,0.002261115,0.004089079
19415,0,3.91E-06,0,0.015242247,5.47E-05
16975,0,2.92E-06,0,0.014691188,0.000655692
25367,0,0.000733702,0.215686275,0.087382697,0.47030488
2827,1,0.778056241,0.857142857,0.789873711,0.96030205
16059,1,1,1,1,0.99997866
22990,0,0.000401044,0,0.000276953,2.35E-06
29770,1,0.063293475,0.356306892,0.28686857,0.09956706
26683,0,3.74E-05,0.007858546,0.048465426,6.47E-05
1089,0,7.76E-06,0.056818182,0.109018986,0.21830256
23189,0,2.52E-05,0,0.002127257,2.16E-05
21345,0,0.00011518,0.386363636,0.150083844,0.010962007
15831,0,0.041343972,0.012216405,0.02299574,0.00086826
27076,0,0.000784411,0,0.000952881,3.67E-06
14009,0,3.01E-06,0,0.002117693,0.001129269
2190,0,6.20E-06,0,0.0016456,6.16E-06
5730,0,0.097433042,0.356306892,0.294143635,0.06364157
627,0,4.54E-07,0,0.001148007,5.58E-06
8943,0,0.001439557,0,0.00292953,0.00033837
4071,0,0.001062926,0.136363636,0.062066351,0.005915223
24221,0,0.004639186,0.356306892,0.335775916,0.046031892
12045,0,0.000938126,0,0.003566805,0.000309577
14785,0,0.010488095,0.117647059,0.173172398,0.017719975
2937,0,0.000469227,0.044776119,0.018206805,0.000732937
1004,1,0.99998238,0.901408451,0.820000609,0.9657318
22725,0,0.000313493,0.011494253,0.011798557,0.005069386
10253,0,0.000327396,0.093023256,0.061566389,6.31E-05
8975,0,0.000860969,0.165605096,0.099049927,0.009829642
9602,1,0.121677863,0.517241379,0.525005603,0.4623775
13890,0,0.000216558,0.165605096,0.058436882,0.000188015
18844,0,0.012849689,0.420289855,0.345537873,0.07721058
8619,0,0.004284809,0.156739812,0.120485909,0.06491703
12569,0,0.000494068,0.017857143,0.006628885,0.000107788
29624,1,0.023172665,0.19047619,0.174063289,0.12962678
9164,0,1.06E-06,0,0.000504602,1.80E-05
15461,0,0.06365002,0.36,0.278015835,0.19293694
21818,0,0.000263589,0.012216405,0.017590166,0.002219807
17947,0,0.083125076,0.377880184,0.407565345,0.77117556
9329,0,9.54E-06,0.007858546,0.055026141,0.003388872
12126,0,9.07E-07,0.040816327,0.035482377,0.000961979
28070,0,0.21319418,0.353846154,0.347988919,0.38488215
1443,0,8.84E-05,0.012216405,0.006671028,0.000287181
24635,0,0.05652203,0.172413793,0.211991071,0.12583722
3598,0,0.006724934,0.156739812,0.072339373,0.019628234
7170,0,0.000255985,0.012216405,0.009481216,0.01040094
25309,0,0.121735421,0.298245614,0.273437448,0.43341988
1387,1,1,1,0.986658611,0.9999863
15919,0,0.957044696,0.025641026,0.033343515,0.000768565
21261,0,0.227217546,0.353846154,0.34179686,0.33575344
8719,1,0.075757488,0.377880184,0.355269695,0.6776732
24137,1,0.186507582,0.21875,0.307382443,0.4301127
6571,0,0.019812764,0.19047619,0.194795254,0.38053438
19626,1,0.000669282,0.381889764,0.428071264,0.03319979
20843,0,0.046165271,0.179487179,0.298899989,0.3265153
11817,0,8.01E-05,0.03125,0.022724922,0.000583498
18689,1,1,1,0.966117435,0.99998426
16462,0,6.98E-05,0,0.004566653,0.000583851
29685,1,1,0.862068966,0.892458449,0.99997246
14467,1,0.551421354,0.857142857,0.794095365,0.97741777
28628,0,0.001386073,0.517241379,0.519903084,0.883783
11172,0,2.81E-05,0.050847458,0.063423514,0.11164114
13689,1,0.237208091,0.188679245,0.273903995,0.005706608
9379,0,1.23E-05,0.055555556,0.069365679,0.000133844
19668,0,0.0081134,0,0.014820178,0.001639988
20051,1,0.117157742,0.462962963,0.46438708,0.9011
26988,1,0.156662264,0.36,0.55937016,0.9932422
27061,1,0.999998079,1,0.986473236,0.99955064
8623,0,0.00556835,0.012216405,0.014295861,0.001589021
19858,0,0.483209379,0.857142857,0.733350376,0.42645305
29251,0,0.000113775,0.040816327,0.020521708,0.014931283
30148,0,7.92E-07,0,0.000751356,2.12E-05
26499,1,0.006918654,0.770833333,0.725671012,0.9371999
24573,1,0.031533758,0.194805195,0.204621967,0.81429034
28344,0,1.70E-07,0,0.000418319,3.39E-05
12557,0,2.24E-05,0.016216216,0.016727978,0.000897055
29077,0,0.004205782,0.007858546,0.02150527,0.02586604
14090,0,0.000251156,0.23255814,0.197038151,0.037699055
11455,0,0.000176027,0.006507592,0.025311138,1.89E-05
15208,0,0.004082956,0.029126214,0.060918162,0.10816162
13330,0,0.032495718,0.011494253,0.007491534,3.58E-05
25703,0,0.000628992,0,0.000272046,9.00E-05
14564,1,0.426854655,0.582417582,0.668849704,0.5935741
20912,0,3.03E-06,0.006507592,0.015578688,1.67E-06
18383,1,0.266889179,0.726937269,0.713919535,0.98457897
11821,1,0.247150557,0.726937269,0.735741693,0.57325596
16069,0,0.118600019,0.536277603,0.485811769,0.44203836
4665,1,0.030415397,0.172413793,0.188163615,0.12040038
23385,0,0.000593674,0.136363636,0.085985776,0.023086661
25002,1,1,1,0.997379002,0.9994947
20198,0,0.004503454,0.055555556,0.054890622,0.045203354
9190,1,0.999998166,0.9375,0.978550942,0.9999167
12632,1,0.351444355,0.726937269,0.724109875,0.75301194
1039,1,0.9740542,0.6,0.632750638,0.9725954
2811,0,0.000295111,0.093023256,0.033363442,0.001878349
5848,0,0.000239607,0.012216405,0.002103812,0.000182746
8906,0,0.093346535,0.356306892,0.336077069,0.10726274
11648,0,0.009494173,0.012216405,0.005969788,0.004870206
22859,1,1,1,0.984668651,0.99999774
10991,0,0.175265536,0.536277603,0.425970048,0.98142344
25680,0,5.12E-05,0.044444444,0.090828535,0.014440386
9780,0,0.061911157,0.381889764,0.363015892,0.20493464
8275,0,0.000817967,0.001445087,0.001082921,0.000294802
15846,1,0.1259473,0.517241379,0.555644674,0.8854815
11360,0,0.005375396,0,0.01464533,0.006189737
9493,0,4.75E-05,0,0.00027828,4.42E-06
2905,0,0.028826456,0.25,0.274346089,0.13789837
27988,0,6.57E-05,0.055555556,0.022442114,0.002540848
27533,1,0.183024147,0.75,0.576474623,0.16219476
9235,0,0.002023564,0,0.003593828,0.010341413
17674,0,4.35E-06,0,0.00051427,2.36E-07
2118,0,0.839695725,0.156739812,0.113883606,9.77E-06
11647,0,0.001489244,0.217391304,0.193589747,0.5596392
14701,0,3.31E-06,0.03125,0.015974313,8.22E-05
29373,1,0.162172668,0.536277603,0.571849452,0.7038615
20576,0,0.001308698,0,0.002651397,1.51E-05
26827,0,0.009207655,0.627906977,0.378448456,0.12150584
15622,0,0.33992485,0.058823529,0.03894872,8.09E-05
10848,0,8.55E-06,0,0.000152429,1.24E-05
7143,0,0.000268617,0.059322034,0.045412487,0.002123167
8589,0,1.48E-05,0.041884817,0.035717834,0.003565195
25219,0,0.398472842,0.857142857,0.736927419,0.94582295
4706,0,0.162884281,0.536277603,0.478130397,0.8440704
21628,0,0.109738476,0.488970588,0.430640807,0.70247597
11579,0,0.025737946,0.123809524,0.109926634,0.07999428
22671,0,0.005876492,0.420289855,0.478864422,0.5954069
16276,0,0.000824701,0.007858546,0.018322471,0.000513638
28988,0,0.00109888,0.041884817,0.049558481,0.002974806
5588,0,0.000588532,0.001445087,0.002118295,3.29E-05
16781,0,0.002374251,0.044776119,0.023148533,0.013474746
22757,1,0.921168504,0.377880184,0.371246154,0.9768396
4025,0,2.58E-06,0,0.000555627,1.90E-07
8969,0,0.134388328,0.536277603,0.509825272,0.7757343
27426,1,0.989851569,0.609022556,0.684082853,0.99845505
7102,1,0.001036159,0.53125,0.496409408,0.6122471
24628,1,0.022103921,0.259259259,0.307255352,0.45283598
3151,1,0.240673058,0.75,0.746127413,0.8981985
3033,0,0.000126691,0.001445087,0.003899691,0.000882344
19611,0,6.74E-08,0,5.05E-05,2.01E-05
15593,0,0.003616846,0.095238095,0.012459217,0.029613202
9340,0,0.000363199,0,0.000263357,2.11E-06
12326,0,1.82E-07,0.016129032,0.005030546,4.00E-06
10440,1,0.196696726,0.446428571,0.677922631,0.3929144
18032,0,2.55E-05,0,0.000246823,9.12E-06
15320,0,0.206684351,0.188679245,0.153432464,0.25014973
25352,0,0.250143927,0.582417582,0.61331797,0.017717792
10881,0,0.00271686,0,0.189683665,0.005115134
7216,0,0.058369046,0.094827586,0.212743447,0.6942205
1814,0,0.040318063,0.911764706,0.715833208,0.7885565
18580,0,0.001428377,0.156739812,0.084241262,0.023451658
30458,0,0.000407808,0,0.015711286,0.000527778
19986,0,0.000698162,0,0.006351283,7.22E-05
5383,1,0.098389834,0.356306892,0.318585117,0.03827925
28819,0,0.932499918,0.356306892,0.330023314,0.35035896
18755,0,2.08E-06,0.046875,0.11454996,0.003648526
17010,1,0.125207595,0.536277603,0.606393117,0.79678726
6397,0,0.002018587,0.2,0.188014524,0.036303166
28904,1,0.387418767,0.911764706,0.777875545,0.81962293
24340,0,7.13E-08,0,5.97E-05,5.88E-06
25459,0,9.12E-05,0,0.003129685,2.58E-07
25839,0,0.03697595,0.115384615,0.248408149,0.0780128
5006,1,0.000617032,0.172413793,0.173548675,0.007884371
12946,0,0.065172977,0.298245614,0.270428774,0.59379
24244,0,2.65E-08,0.041884817,0.153457452,0.000235617
12364,0,5.89E-05,0,0.000123109,2.54E-07
29425,0,0.000230679,0,0.009702453,0.000637152
30117,0,0.282175169,0.726937269,0.720654891,0.51904815
22937,0,0.001032131,0,0.033915053,0.014978359
15752,0,0.009577915,0,0.066718691,0.006708907
4880,0,9.45E-07,0,0.000145641,2.17E-07
19164,1,0.173658626,0.192982456,0.374996787,0.091632
15642,0,0.002051789,0.172413793,0.160227463,0.14392035
16734,0,0.135432653,0.298245614,0.194687519,0.052334826
17268,0,0.000505454,0,0.001577859,9.42E-06
17899,0,0.002117978,0.274193548,0.290859931,0.43465987
4857,1,0.008418937,0.356306892,0.284871923,0.3243491
15653,0,0.001000838,0.627906977,0.311504221,0.31338355
14954,0,0.001210365,0.006507592,0.006965053,0.00041149
25881,0,3.99E-07,0.136363636,0.065852016,0.59940535
21264,0,2.47E-07,0.055555556,0.033903385,0.004015368
26543,0,0.001393566,0.012216405,0.002228077,0.001281904
3633,0,8.29E-07,0.034482759,0.027079654,0.000345092
24589,0,0.010259566,0.205882353,0.169678586,0.6195325
6239,0,2.53E-06,0,0.001605694,4.66E-07
5950,1,0.017731426,0.356306892,0.468814093,0.8465026
18593,1,0.029857502,0.381889764,0.469681792,0.61230266
8798,0,0.178240995,0.386363636,0.339507971,0.7563355
25013,1,1,1,0.975847203,0.99927825
3036,0,1.76E-05,0.007858546,0.015009816,0.004476612
17425,1,9.36E-05,0.055555556,0.096001808,0.05633951
10251,0,0.000141669,0,0.001087667,4.52E-05
1052,0,0.999385368,0.034482759,0.278839021,0.4100667
3334,1,1,1,0.969462678,0.9998098
2213,0,0.000848622,0.001445087,0.003188092,0.000177769
5101,1,0.203380853,0.566666667,0.62750338,0.75536984
5481,0,3.36E-05,0,0.000246823,5.59E-06
24652,1,0.006212541,0.136363636,0.042013821,0.030071355
30464,0,0.000551925,0.007858546,0.013577027,0.000445346
22514,1,0.978284502,0.333333333,0.368628226,0.92049277
24806,0,0.935383759,0.041884817,0.15007827,0.002295901
21891,0,0.001244985,0.007858546,0.002812738,0.000413955
5859,0,0.001129044,0,0.007388186,4.61E-05
1484,0,0.000807658,0.165605096,0.174908368,0.04209112
23693,0,0.112292128,0.356306892,0.341378039,0.45062307
13583,1,2.95E-05,0.163934426,0.104236596,0.002692485
711,0,0.001186197,0.012216405,0.008692844,0.00088582
16199,0,0.998003023,0.381889764,0.377335333,0.001063186
30658,0,0.002966148,0.007858546,0.031197899,0.014283834
2265,0,0.002171036,0.298245614,0.145653032,0.3471992
15511,1,0.011831565,0.055555556,0.033040908,0.000528515
13963,0,7.33E-06,0,0.000328616,9.95E-06
29408,0,0.061188977,0.298245614,0.143038363,0.027236652
21557,1,0.135597937,0.739130435,0.573101406,0.68394244
3962,0,1.61E-05,0,0.002009902,0.000828684
29626,0,3.73E-05,0,0.0006707,1.55E-05
1416,1,0.146338028,0.6,0.56807312,0.9118386
24143,0,0.000167963,0.016216216,0.017054403,0.001637609
947,0,0.005059686,0.325581395,0.232170282,0.0978751
27899,0,0.000966229,0.655172414,0.54160548,0.91789055
14267,0,0.000120286,0.007858546,0.041257117,0.025682744
2241,0,3.32E-05,0,0.000471411,8.98E-07
277,0,0.016761465,0.283950617,0.320224306,0.803264
26527,0,8.58E-07,0,0.018620302,0.003802563
20993,0,0.000224159,0,0.000167424,3.43E-06
29084,0,0.000503366,0.156739812,0.061511461,0.25720763
18480,0,3.53E-05,0.001445087,0.021317576,9.05E-05
11523,1,0.000462933,0.05,0.099194594,0.053314693
10785,0,0.000237027,0.127659574,0.17084602,0.17098142
29611,0,0.000174535,0.420289855,0.351347244,0.04923557
8385,1,0.999997591,1,0.985494988,0.99584913
4420,0,5.98E-05,0.001445087,0.004240678,7.56E-06
12540,0,2.01E-06,0.001445087,0.002275934,4.19E-06
26515,0,1.27E-08,0,0.000139926,7.91E-07
692,0,1.88E-05,0,0.003525788,4.41E-07
4737,0,5.65E-05,0,0.000265323,1.59E-07
273,0,0.000447522,0.010582011,0.032694995,0.035313398
12574,0,7.25E-06,0.007858546,0.026689799,0.000722669
25751,0,0.016011894,0,0.06149629,0.011730584
10944,0,4.64E-06,0,0.000105437,1.30E-06
8405,0,0.000267778,0.136986301,0.072377504,0.000129142
15000,0,0.001528946,0.012216405,0.003288485,0.000120612
30349,0,0.009119377,0.056818182,0.053489052,0.004637717
23255,0,0.000932956,0.381889764,0.452253545,0.27244818
2877,0,0.000384446,0,0.000471411,3.58E-07
29962,0,0.002912362,0.066666667,0.12405241,0.000390163
25374,0,1.88E-06,0,0.000156845,2.40E-08
9079,1,0.999836821,0.536277603,0.523367791,0.9587613
4540,0,0.057959403,0,7.62E-05,1.20E-07
21001,0,1.69E-06,0.016216216,0.019187616,0.017886158
21603,0,9.47E-06,0,0.000328616,2.00E-07
823,1,0.074428441,0.356306892,0.299327973,0.15837649
30203,0,0.000303461,0.010582011,0.004670014,0.005409539
19650,0,0.000408685,0,0.000229964,4.93E-06
12599,0,6.20E-05,0,0.001009917,0.004247886
28705,0,3.30E-07,0.001445087,0.002096318,4.36E-05
13675,0,1.81E-05,0.012216405,0.011093851,0.000114026
25285,0,0.281818561,0.075,0.019003187,0.000105027
28063,0,0.004195016,0,0.075688593,0.015307994
16072,0,0.03563376,0.172413793,0.169044246,0.04094119
27850,0,2.31E-05,0.044776119,0.037094531,0.002932008
9349,0,0.000157425,0,0.001445421,0.001830819
19303,0,0.002036713,0.136363636,0.101257023,0.02913375
12285,1,0.015253138,0.333333333,0.076944489,0.005514672
13557,0,1.46E-05,0.001445087,0.018601171,0.001978375
12774,0,0.007652066,0.655172414,0.663662118,0.28818977
27790,0,1.68E-05,0,0.000238201,2.85E-06
16426,1,0.99798673,1,0.552522951,0.9951735
20010,1,0.450848697,0.857142857,0.858401777,0.98813045
16801,0,6.37E-06,0,0.000678369,1.25E-05
16882,0,8.14E-05,0.001445087,0.00100119,9.57E-05
14755,0,0.349154366,0.159090909,0.593608663,0.02399983
6175,1,0.99997323,1,0.965840052,0.99776137
5279,0,0.024405151,0.056818182,0.105985511,0.00701238
12805,1,0.208845282,0.642857143,0.480947606,0.9345686
24044,0,0.064827869,0.356306892,0.386122938,0.3042351
4542,0,0.000175627,0.001445087,0.00488866,0.000130674
29107,1,0.002321732,0.454545455,0.428929789,0.6973823
24486,1,0.001503342,0.154929577,0.225385561,0.134191
12513,0,4.69E-05,0,0.000234989,0.001439644
21069,1,0.002102903,0.046875,0.201078859,0.03699114
7714,1,0.1903625,0.726937269,0.753297373,0.9146938
18147,0,2.29E-06,0.016129032,0.005273517,4.49E-06
19672,0,4.79E-08,0,0.018041491,4.70E-05
18477,1,1,1,0.951171653,0.9696354
26844,0,7.14E-05,0.117647059,0.11473853,0.000310356
28660,0,0.001722518,0.007858546,0.005641546,0.003072011
15180,0,1.80E-06,0.016129032,0.005141394,2.21E-05
7307,0,9.87E-06,0.012216405,0.002447903,0.000623744
21084,0,1.52E-07,0.055555556,0.05118112,0.004357962
25173,0,0.087238964,0.356306892,0.381838161,0.64462596
21149,0,0.094921924,0.356306892,0.327772552,0.041717667
30002,0,0.175639574,0.857142857,0.722112564,0.9887794
25811,0,0.003569385,0.358974359,0.21170087,0.13042282
5824,1,0.999994228,0.901408451,0.903652929,0.9729251
1837,0,0.000987876,0.066666667,0.046023267,0.010276398
23303,0,1.49E-06,0.156739812,0.100634679,0.059201915
3435,0,0.000249776,0.029126214,0.039833617,0.03421744
19811,0,0.000120224,0.026548673,0.07286832,0.000192813
26923,0,0.000198171,0.007858546,0.026668124,4.41E-05
1808,0,0.000320626,0,0.000299121,1.02E-05
19475,0,0.001038961,0.012216405,0.025793166,0.005597232
21413,0,0.999993026,0.517241379,0.374204456,0.001764109
25692,0,0.015670679,0.217391304,0.183052303,0.00148358
12592,0,0.000300871,0,0.000157665,8.84E-07
29589,0,0.015040872,0.123809524,0.078939289,0.01101155
13227,0,0.000172753,0,0.000130891,8.49E-07
29275,1,0.279564749,0.911764706,0.787359331,0.9651581
15322,1,1,1,0.918309565,0.9993013
27853,0,7.12E-05,0,0.001174853,0.000500092
12910,0,0.004459789,0.381889764,0.361861851,0.54258823
30500,0,0.001982029,0.041884817,0.061421911,0.009333747
